County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Stephens County, Texas",10.7,12.46,10.57,11.99,7.05
"Richland County, Montana",10.69,15.79,20.78,19.9,16.16
"San Juan County, New Mexico",10.67,9.61,11.88,7.84,11.4
"Oldham County, Kentucky",10.67,12.37,21.43,7.93,9.96
"Mobile County, Alabama",10.67,7.75,9.01,9.98,9
"Garfield County, Montana",10.66,9.12,12.59,14.16,15.7
"Fillmore County, Minnesota",10.64,20.24,13.7,12.72,13.01
"Clarke County, Georgia",10.61,7.26,4.85,1.24,3.93
"Branch County, Michigan",10.6,13.23,14.07,10.53,10.32
"Butte County, California",10.6,15.5,9.59,8.45,6.79
"Benton County, Arkansas",10.6,7.57,5.88,3.84,1.41
"Ford County, Illinois",10.52,12.58,11.13,15.26,12.53
"Alleghany County, North Carolina",10.5,1.08,1.59,0.94,0.47
"Gladwin County, Michigan",10.47,11.12,7.3,8.33,10.02
"Alexandria city, Virginia",10.46,13.29,18.83,,
"Carlton County, Minnesota",10.45,15.92,21.02,19.5,21.1
"Brookings County, South Dakota",10.41,15.15,13.06,15.79,8.29
"Iredell County, North Carolina",10.41,5.48,3.99,1.8,0.97
"Rice County, Kansas",10.4,10.91,10.31,11.06,11.26
"Wright County, Iowa",10.39,14.91,16.23,12.18,13.55
"Marshall County, Oklahoma",10.39,6.04,3.64,0.55,1.04
"Kittitas County, Washington",10.35,11.73,10.74,11.88,7.01
"Ellsworth County, Kansas",10.34,12.14,14.15,18.16,18.01
"Vilas County, Wisconsin",10.34,13.64,31.29,52,15.52
"Pennington County, Minnesota",10.33,15.08,22.19,15.69,13.74
"Young County, Texas",10.33,5.12,7.54,2.55,1.57
"Todd County, South Dakota",10.3,14.2,42.86,52.1,40.02
"Frio County, Texas",10.3,45.59,60.42,55.82,31.34
"Portage County, Ohio",10.3,12.33,19.39,14.32,13.8
"Washington County, Nebraska",10.3,41.62,12.39,10.48,9.55
"Esmeralda County, Nevada",10.29,,,22.32,16.09
"Knox County, Missouri",10.28,10.89,13.05,11.45,13.56
"Guadalupe County, Texas",10.27,11.48,15.4,19.11,20.16
"Meade County, Kentucky",10.25,14.78,17.99,14.86,16.99
"Denton County, Texas",10.25,6.73,6.37,5.54,6.45
"Presque Isle County, Michigan",10.24,28.95,38.1,33.42,34.79
"Saline County, Missouri",10.24,8.6,5.89,10.32,9.23
"Eureka County, Nevada",10.24,29.19,15.2,3.81,7.85
"Sheridan County, Montana",10.23,23.17,22.02,17.41,26.34
"Bracken County, Kentucky",10.23,8.89,9.06,9.89,10.21
"Scott County, Illinois",10.22,2.63,8.67,6.73,5.93
"Pike County, Illinois",10.22,2.22,3.02,3.01,5.05
"Sumner County, Kansas",10.21,18.65,17.39,13.67,18.15
"Pottawattamie County, Iowa",10.21,9.6,12.33,11.53,11.45
"Marion County, Florida",10.21,9.65,11.48,7.81,5.95
"La Plata County, Colorado",10.2,22.37,18.95,12.39,12.23
"Stark County, Illinois",10.19,8.89,13.58,17.32,12.15
"Grand County, Colorado",10.17,10.4,11.24,9.01,7.36
"Labette County, Kansas",10.15,4.63,4.68,15.24,10.9
"Nassau County, Florida",10.15,7.08,5.2,3.56,3.48
"Williams County, North Dakota",10.13,14.5,21.06,16.33,20.95
"Wallace County, Kansas",10.12,15.62,13.49,18.89,16.82
"Pratt County, Kansas",10.1,17.14,18.23,11.68,8.31
"Mills County, Texas",10.1,8.41,9.86,3.31,4.91
"Powder River County, Montana",10.09,21.51,21.64,16.75,13.89
"Caroline County, Maryland",10.09,7.82,14.12,7.26,7.62
"Ashtabula County, Ohio",10.08,13.93,17.96,19.58,22.21
"Walla Walla County, Washington",10.07,11.28,11.46,17.69,11.81
"Powhatan County, Virginia",10.07,5.11,3.77,2.36,0.87
"Roseau County, Minnesota",10.06,13.44,20.41,15.57,18.71
"Dodge County, Minnesota",10.06,19.01,20.42,13.89,13.42
"Rock Island County, Illinois",10.03,12.37,18.67,22.82,18.24
"Des Moines County, Iowa",10.03,11.21,12.5,16.53,13.21
"Chelan County, Washington",10.03,18.63,14.68,11.65,7.63
"Perry County, Illinois",10.02,13.55,14.72,14.84,17.1
"Polk County, North Carolina",10.02,5.07,6.63,2.25,1.57
"Jackson County, Michigan",9.99,12.26,16.01,19.67,15.77
"Centre County, Pennsylvania",9.99,12.47,15.65,9.87,13.14
"Greer County, Oklahoma",9.98,2.24,3.51,4.57,3.2
"Beltrami County, Minnesota",9.97,16.2,18.13,14.34,15.89
"Tillamook County, Oregon",9.97,8.7,5.65,5.17,6.64
"Harrisonburg city, Virginia",9.97,9.33,7.83,,
"Beauregard Parish, Louisiana",9.92,6.68,6.74,6.73,4.5
"Barrow County, Georgia",9.92,5.51,1.52,0.83,0.35
"Clay County, Kansas",9.91,6.57,5.69,7.36,6.88
"Larimer County, Colorado",9.89,11.85,12.83,13.01,7.37
"Craven County, North Carolina",9.89,6.18,5.84,5.58,3.77
"Rockdale County, Georgia",9.89,7.28,7.93,4.18,2.72
"Harper County, Oklahoma",9.87,4.18,3.2,1.85,0.68
"Cheboygan County, Michigan",9.86,14.2,21.22,25.35,21.91
"Limestone County, Texas",9.85,3.7,3.64,2.86,1.78
"Livingston Parish, Louisiana",9.84,12.62,14.5,24.74,24.66
"Alachua County, Florida",9.84,8.09,7.33,8.59,5.98
"Mohave County, Arizona",9.83,9.24,14.34,9.57,14.88
"Burt County, Nebraska",9.83,10.38,8.74,9.46,6.66
"Accomack County, Virginia",9.83,2.46,2.49,2.24,1.02
"Walton County, Florida",9.83,6.61,2.53,2.38,0.99
"Roanoke city, Virginia",9.82,5.53,4.66,,
"Paulding County, Ohio",9.81,23.11,13.6,12,16.4
"Freeborn County, Minnesota",9.81,17.24,11.2,14.82,12.03
"Powell County, Montana",9.8,6.19,21.62,4.71,20.42
"Iosco County, Michigan",9.8,11.86,19.53,17.21,16.58
"Fannin County, Georgia",9.8,2.28,1.61,0.67,0.34
"Divide County, North Dakota",9.79,10,17.74,8.9,10.25
"Kimble County, Texas",9.78,10.85,7.83,7.28,6.89
"Rabun County, Georgia",9.77,12.4,2.8,1.24,0.4
"Johnston County, North Carolina",9.75,2.52,1.71,0.52,0.51
"Clay County, South Dakota",9.74,25.35,13.44,25.92,13.88
"Hill County, Montana",9.73,11.31,13.17,16.99,12.3
"Garfield County, Oklahoma",9.73,6.18,9.41,7.18,6
"Clay County, Illinois",9.71,16.43,10.45,9.11,8.42
"Kay County, Oklahoma",9.71,6.4,9.17,6.94,5.73
"Warren County, Iowa",9.7,10.05,9.62,9.41,9.16
"Marion County, Missouri",9.68,9.45,11.47,15.67,11.56
"Ottawa County, Michigan",9.68,9.37,11.38,11.79,11.45
"Park County, Wyoming",9.67,10.58,12.93,4.71,9.51
"Washtenaw County, Michigan",9.66,12.36,12.93,12.15,14.26
"Keweenaw County, Michigan",9.63,11.92,16.78,16.7,15.89
"Reno County, Kansas",9.62,10.85,10,10.16,8.25
"Smith County, Texas",9.61,12.19,9.27,3.32,4.13
"Dunn County, Wisconsin",9.58,10.08,11.57,19.02,12.07
"Snohomish County, Washington",9.58,10.57,7.75,6.54,6.17
"Mercer County, Illinois",9.55,9.26,15.25,9.18,5.75
"Miami County, Ohio",9.54,10.59,12.9,13.45,9.1
"Carroll County, New Hampshire",9.53,9,13.68,11.67,10.27
"Hamilton County, Kansas",9.53,12.64,19.81,9.63,9.03
"Chowan County, North Carolina",9.53,3.71,3.19,1.73,1.83
"San Miguel County, Colorado",9.53,22.44,19,8.21,
"Starke County, Indiana",9.52,9.81,6.62,9.01,15.36
"Buchanan County, Missouri",9.52,10.02,12.67,11.77,13.41
"Fremont County, Colorado",9.52,19.29,16.31,4.02,10.04
"Montrose County, Colorado",9.52,7.06,5.98,13.23,4.52
"Sebastian County, Arkansas",9.5,9.74,8.65,6.59,5.67
"Lake County, Montana",9.49,17.74,19.36,10.19,15.22
"Allegan County, Michigan",9.49,9.04,11.35,9.92,10.44
"Polk County, Florida",9.49,7.52,7.77,6.24,4.81
"Merrick County, Nebraska",9.48,12.08,11.25,18.01,13.85
"Danville city, Virginia",9.47,5.82,2.34,,
"York County, Nebraska",9.46,13.9,6.87,12.41,11.16
"Tuscarawas County, Ohio",9.46,9.45,9.27,9.82,11.04
"Warren County, Illinois",9.44,7.73,11,8.41,8.56
"Wasco County, Oregon",9.44,20.59,11.6,9.07,8.21
"Jackson County, Missouri",9.38,10.3,15.45,11.55,13.67
"Williamson County, Tennessee",9.38,9.19,11.34,5.55,4.98
"Macon County, Illinois",9.37,10.34,9.26,11.62,10.42
"Cumberland County, Illinois",9.37,4.37,8.27,9.14,8.59
"Hart County, Georgia",9.36,10.51,2.39,1.94,0.54
"Park County, Colorado",9.36,4.32,4.4,,
"Clarke County, Virginia",9.36,3.2,3.45,3.72,
"Platte County, Wyoming",9.34,8.99,16.83,10.17,9.37
"Tippecanoe County, Indiana",9.33,11.58,13.14,8.49,14.26
"Lenawee County, Michigan",9.33,13.57,13.61,12.09,12.96
"Barbour County, Alabama",9.33,2.09,0.91,1.13,0.53
"Fall River County, South Dakota",9.32,11.45,15.93,35.65,13.9
"Ketchikan Gateway Borough, Alaska",9.32,6.83,9.77,8.68,10.6
"Pender County, North Carolina",9.32,3.85,2.24,0.6,0.67
"Missoula County, Montana",9.31,8.97,12.6,10.24,11.22
"Licking County, Ohio",9.31,9.61,8.39,7,8.36
"Modoc County, California",9.3,6.26,7.49,6.82,6.48
"Dawson County, Montana",9.28,22.06,11.82,11.66,35.58
"Washington County, Missouri",9.28,6.78,15.99,19.25,16.29
"Genesee County, Michigan",9.27,10.7,14.99,15.62,14.71
"Fauquier County, Virginia",9.27,10.12,3.49,6.67,4.16
"Morton County, Kansas",9.26,13.42,10.93,16.09,10.13
"Hot Springs County, Wyoming",9.26,8.96,10.63,6.88,8.32
"Sioux County, Iowa",9.25,7.33,7.79,8.29,10.06
"DeKalb County, Georgia",9.25,9.08,5.44,6.76,4.68
"Kearney County, Nebraska",9.24,6.87,7.44,6.05,6.25
"Belmont County, Ohio",9.23,11.62,13.06,17.42,16.94
"Franklin County, Iowa",9.23,10.57,10.95,8.83,5.06
"Morris County, Kansas",9.19,15.2,14.74,5.65,4.18
"Chesapeake city, Virginia",9.19,5.95,4.59,,
"Clarke County, Iowa",9.18,5.88,4.93,4.22,6.92
"Warrick County, Indiana",9.17,11.35,13.19,16.18,14.91
"Lawrence County, South Dakota",9.17,8.93,19.67,12.52,13.32
"Prince George's County, Maryland",9.16,9.72,9.85,19.59,19.87
"Douglas County, Kansas",9.15,8.34,7.37,6.87,6.89
"Lancaster County, Virginia",9.15,11.87,8.38,5.51,3.46
"Kent County, Delaware",9.14,10.28,10.23,6.18,6.13
"Boise County, Idaho",9.12,1.14,3.36,7.5,3.83
"Wilson County, Tennessee",9.11,0.79,4.26,3.41,0.71
"Barry County, Missouri",9.1,10.45,6.93,5.3,5.46
"Allegany County, New York",9.09,8.81,12.93,13.51,15.04
"Butte County, South Dakota",9.09,7.75,8.03,10.41,5.63
"Georgetown County, South Carolina",9.09,6.63,3.66,2.33,1.2
"Oceana County, Michigan",9.06,19.13,10.97,12.26,12.45
"Salt Lake County, Utah",9.06,8.19,5.96,5.3,5.14
"Gila County, Arizona",9.05,15.89,14.66,40.23,25.62
"Clallam County, Washington",9.04,6.42,8.09,8.66,9.4
"Swisher County, Texas",9.04,6.94,11.52,17.24,8.23
"Hardin County, Texas",9.03,5.88,5.8,4.86,5.34
"Dallas County, Iowa",9.01,11.69,12.69,13.98,9.68
"Canadian County, Oklahoma",9.01,5.73,7.29,5.71,4.47
"Sherman County, Texas",8.99,9.99,31.39,5.95,9.45
"Beaver County, Oklahoma",8.99,0.69,1.2,1.25,0.34
"Lancaster County, Pennsylvania",8.98,9.87,10.02,9.21,12.08
"Monongalia County, West Virginia",8.97,8.14,8.76,11.19,8.76
"Steele County, North Dakota",8.95,9.01,13.02,11.82,9.47
"Harney County, Oregon",8.94,9.28,12.56,15.62,12.12
"Traill County, North Dakota",8.94,8.03,10.78,8.55,8.37
"Lynchburg city, Virginia",8.94,5.29,6.66,,
"Gray County, Kansas",8.92,9.01,11.87,9.64,8.17
"York County, Virginia",8.92,5.36,2.62,2.71,1.39
"Wheeler County, Nebraska",8.91,12.22,19.19,12.87,11.79
"Crook County, Wyoming",8.9,5.28,10.7,3.66,7.54
"Custer County, Oklahoma",8.9,4.59,6.42,5.81,1.94
"Oldham County, Texas",8.87,9.75,9.15,10.62,21.9
"Mason County, Washington",8.87,14.06,7.15,6.68,4.79
"Hamilton County, Nebraska",8.86,6.48,7.6,5.88,5.68
"Crowley County, Colorado",8.85,18.75,15.86,8.62,26.41
"Newton County, Indiana",8.84,14.01,9.06,13,11.94
"Delta County, Colorado",8.84,11.73,9.91,15.29,9.35
"Mesa County, Colorado",8.84,5.41,4.58,8.66,8.84
"Gunnison County, Colorado",8.84,27.13,22.93,9.98,8.42
"Madison County, Alabama",8.84,4.23,5.75,4.89,3.95
"Jack County, Texas",8.84,1.75,2.34,2.33,1.36
"Venango County, Pennsylvania",8.83,16.54,17.14,14.9,17.91
"Grant County, Oklahoma",8.83,3.76,8.46,9.25,5.83
"Hendricks County, Indiana",8.82,7.47,11.86,9.12,7.54
"Boone County, Indiana",8.81,16.48,10.04,8.4,5.61
"Stanton County, Nebraska",8.8,5.82,6.97,7.27,7.41
"Hitchcock County, Nebraska",8.79,10.04,18.87,9.92,8.95
"Jones County, Texas",8.76,4.94,8.29,6.06,17.37
"Union County, Ohio",8.76,4.78,3.75,2.91,3.41
"Newport News city, Virginia",8.75,4.95,6.34,5,4.2
"Mono County, California",8.75,90.49,12.39,17.96,0.7
"Washington County, Colorado",8.74,13.27,14.37,6.82,11.31
"Alger County, Michigan",8.73,25.86,31.94,22.65,31.1
"Newaygo County, Michigan",8.73,6.69,9.94,11.01,8.74
"Sagadahoc County, Maine",8.72,9,7.42,9.89,9.2
"Hood County, Texas",8.7,6.74,6.09,1.6,1.69
"McCone County, Montana",8.68,17.3,23.22,21.09,18.5
"Moniteau County, Missouri",8.67,10.89,11.72,14.86,19.21
"Elkhart County, Indiana",8.67,5.45,6.22,7.34,6.73
"Anderson County, Texas",8.67,7.66,8.49,1.98,4.84
"Davidson County, Tennessee",8.66,4.93,4.93,4.6,4.44
"Slope County, North Dakota",8.64,6.05,7.3,5.51,16.16
"Livingston County, Illinois",8.64,11.72,17.73,18.51,12.43
"Coleman County, Texas",8.64,7.87,8.99,8.02,7.66
"Gallatin County, Montana",8.62,7.15,11.74,8.71,11.13
"Clay County, North Carolina",8.6,6.65,4.43,1.86,0.94
"Comanche County, Texas",8.59,3.64,5.1,2.31,1.62
"Muskegon County, Michigan",8.58,7.95,11.72,10.18,13.02
"Montgomery County, Missouri",8.58,11.76,11.17,11.13,9.61
"Jefferson County, Indiana",8.58,7.71,9.1,8.1,7.41
"Crawford County, Ohio",8.57,13.27,16.09,10.04,13.2
"Greeley County, Kansas",8.57,21.41,22.23,9.58,9.21
"Pierce County, Washington",8.57,8.75,8.83,9.09,8.13
"Pend Oreille County, Washington",8.57,5.02,4.71,8.97,6.01
"Greenlee County, Arizona",8.56,30.91,57.99,31.22,52.6
"Jefferson County, Kansas",8.56,9.56,12.84,17.65,15.05
"Noble County, Ohio",8.54,10.53,11.35,15.21,11.71
"Linn County, Oregon",8.53,6.59,5.09,3.7,4.46
"Lexington County, South Carolina",8.53,2.19,3.04,2.39,1.84
"Habersham County, Georgia",8.53,7.04,1.83,1.79,0.97
"Christian County, Illinois",8.52,15.73,16.54,19.19,20.65
"Bond County, Illinois",8.52,13.39,8.24,5.11,6.76
"Lemhi County, Idaho",8.52,4.96,7.39,5.1,3.63
"Davie County, North Carolina",8.52,2.62,3.2,0.61,0.78
"Brown County, Kansas",8.5,9.01,13.05,15.77,12.86
"Moore County, Texas",8.5,5.66,9.94,6.28,11.46
"York County, South Carolina",8.5,6.21,3.99,1.98,1.88
"Norman County, Minnesota",8.49,10.22,12.63,9.43,8.07
"Okaloosa County, Florida",8.47,5.02,6.68,6.08,4.54
"Fluvanna County, Virginia",8.47,4.16,4.95,1.03,0.85
"Adams County, Indiana",8.44,10.48,14.3,14.13,12.65
"Marion County, West Virginia",8.44,10.31,9.23,12.01,12.63
"Calhoun County, Michigan",8.44,8.49,9.03,11.51,10.55
"Columbia County, Pennsylvania",8.43,11.94,12.69,12.84,20.11
"Pittsburg County, Oklahoma",8.42,3.27,4.12,5.39,3.7
"Norfolk city, Virginia",8.42,4.72,4.72,3.78,3.36
"Floyd County, Georgia",8.39,5.48,2.46,1.09,1.72
"Chattooga County, Georgia",8.39,,,0.18,
"White County, Indiana",8.38,10.04,6.36,5.99,6.81
"Conway County, Arkansas",8.37,8.42,10.96,9.24,10.45
"Catawba County, North Carolina",8.37,2.49,3.1,2.2,1.21
"Green County, Wisconsin",8.34,17.81,12.79,16.28,14.79
"Albany County, Wyoming",8.33,12.75,12.58,9.7,12.94
"Guilford County, North Carolina",8.33,3.6,5.14,2.98,2.35
"Oconee County, South Carolina",8.33,3.35,2.77,0.61,0.31
"Santa Rosa County, Florida",8.32,4.4,5.29,4.6,3.89
"Manistee County, Michigan",8.31,20.64,26.33,25.92,33.8
"Somervell County, Texas",8.31,2.18,3.01,1.44,1.11
"Escambia County, Florida",8.3,6.13,8.5,7.17,5.91
"Ziebach County, South Dakota",8.29,18.39,13.78,16.67,40.81
"Thayer County, Nebraska",8.26,8.61,8.41,10.73,8.94
"Palo Pinto County, Texas",8.25,4.1,5.76,12.32,7.9
"Fremont County, Iowa",8.25,7.53,9.01,10.53,5.21
"Randolph County, North Carolina",8.25,0.49,1.19,0.36,0.46
"Perry County, Ohio",8.24,8.32,8.76,11.61,14.27
"Mercer County, North Dakota",8.24,13.73,22.62,17.11,12.72
"Tazewell County, Illinois",8.23,7.87,11,11.69,13.6
"White County, Georgia",8.23,5.53,3.13,1.47,0.49
"Brooke County, West Virginia",8.22,12.21,13.88,18.19,15.17
"Clermont County, Ohio",8.21,15.94,14.58,15.56,10.81
"McKinley County, New Mexico",8.2,18.46,21.88,12.51,17.35
"Houston County, Texas",8.2,5.95,3.14,2.05,1.19
"Norton County, Kansas",8.19,10.88,14.75,16.93,16.55
"Lewis County, Washington",8.19,10.74,8.06,9.49,6.53
"Marshall County, Illinois",8.18,18.05,26.73,26.44,19.11
"Thurston County, Washington",8.18,7.34,8.58,8.07,7.91
"Cedar County, Iowa",8.18,9.51,11.1,10.15,7.3
"Steuben County, Indiana",8.18,9.81,5.07,6.46,7.09
"Bent County, Colorado",8.16,22.6,18.97,20.8,37.01
"Harrison County, Indiana",8.16,11.3,18.53,15.67,14.57
"Custer County, Colorado",8.16,12.76,10.79,8.46,6.02
"Cook County, Minnesota",8.14,8.35,10.35,8.92,14.66
"Delaware County, New York",8.14,17.79,16.12,8.7,10.25
"Tucker County, West Virginia",8.13,6.48,16.94,5.47,4.81
"Klickitat County, Washington",8.12,10.83,11.33,12.05,4.93
"Henderson County, Texas",8.11,10.9,6.55,2.03,1.09
"Marshall County, Alabama",8.1,9.01,1.21,1.03,0.78
"Story County, Iowa",8.09,9.86,11.6,7.53,14.25
"Jefferson County, Oregon",8.09,5.32,8.91,4.6,4.9
"York County, Pennsylvania",8.08,8.19,9.89,11.33,9.89
"DeKalb County, Alabama",8.08,3.74,0.44,0.27,0.21
"Furnas County, Nebraska",8.07,14.7,10.27,9.18,9.5
"Warren County, Pennsylvania",8.06,17.53,14.47,16.15,20.43
"Carson County, Texas",8.06,10.16,15.41,14.43,14.99
"Grayson County, Kentucky",8.05,8.16,6.28,8.94,9.4
"Whitley County, Indiana",8.03,6.37,8.62,7.89,6.05
"Weber County, Utah",8.01,8.19,5.97,7.17,4.74
"Dewey County, Oklahoma",8.01,2.08,2.17,1.08,0.61
"Pennington County, South Dakota",8,7.01,27.88,16.81,16.62
"Bonner County, Idaho",8,4.78,6.4,4.73,6.38
"Harmon County, Oklahoma",8,2.67,3.56,8.59,0.77
"Love County, Oklahoma",8,4.35,2.33,,
"Fayette County, Indiana",7.98,8.49,11.15,8.44,12.14
"Putnam County, Florida",7.97,3.74,3.17,2.94,4.04
"Johnson County, Indiana",7.95,8.3,8.52,7.14,6.84
"Audrain County, Missouri",7.94,7.44,13.6,9.53,6.63
"Dawson County, Georgia",7.94,2,1.04,0.52,
"Fergus County, Montana",7.93,16.87,19.09,17.83,17.4
"Windsor County, Vermont",7.92,11.44,18.76,21.14,15.52
"Rock County, Nebraska",7.92,6.55,7.69,7.43,7.97
"Custer County, Idaho",7.91,5.68,1.61,0.48,6.29
"Cass County, Michigan",7.9,4.98,15.6,8.24,7.92
"Tulsa County, Oklahoma",7.9,8.14,7.28,6.96,5.14
"Lebanon County, Pennsylvania",7.89,9.15,11.59,11.34,11.72
"Linn County, Missouri",7.89,7.79,6.36,9.92,10.11
"Reeves County, Texas",7.87,34.83,48.15,94.63,36.3
"Ellis County, Texas",7.87,11.62,14.47,13.35,9.07
"Caddo Parish, Louisiana",7.87,5.65,6.19,6.38,6.61
"Lincoln County, Oregon",7.84,5.48,4.42,4.19,5.06
"Yellowstone County, Montana",7.82,11.59,17.58,16.11,20.68
"Clinton County, Pennsylvania",7.8,6.68,11.99,10.23,11.7
"Llano County, Texas",7.8,7.29,3.73,10.65,7.4
"Yadkin County, North Carolina",7.8,3.11,0.79,0,
"Crawford County, Pennsylvania",7.79,14.95,14.42,14.94,14.87
"Clare County, Michigan",7.76,16.16,6.98,7.94,9.24
"Stevens County, Washington",7.76,9.13,9.65,13.59,6.88
"Clay County, Missouri",7.74,10.59,12.78,9.14,12.03
"Pulaski County, Indiana",7.71,8.98,17.89,16.65,17.11
"Gilmer County, Georgia",7.71,3.96,1.1,0.47,
"Mills County, Iowa",7.69,8.6,9.62,7.02,4.36
"Montgomery County, Illinois",7.67,6.81,10.91,15.27,16.52
"Shelby County, Illinois",7.67,11.78,7.57,4.83,7.34
"Edgar County, Illinois",7.67,6.07,7.17,8.22,7.12
"Nevada County, California",7.67,8.1,13.54,6.41,6.21
"Wapello County, Iowa",7.66,9.33,8.8,9.07,9.94
"Van Wert County, Ohio",7.65,8.38,9.03,38.19,7.71
"Jay County, Indiana",7.64,8.14,9.41,7.75,7.32
"Tooele County, Utah",7.63,18.39,13.65,9.91,8.8
"Adair County, Iowa",7.63,5.61,12.17,15.78,7.08
"Kodiak Island Borough, Alaska",7.63,3.68,8.19,4.51,6.04
"Taylor County, Texas",7.62,5.78,6.6,5.98,6.24
"Gem County, Idaho",7.6,29.84,3.78,4.64,6.05
"Boundary County, Idaho",7.59,5.98,4.25,5.94,6.17
"Coweta County, Georgia",7.59,4.23,3.74,0.68,1.43
"Crawford County, Iowa",7.57,16.33,17.88,22.37,20.47
"Wayne County, Ohio",7.55,7.89,7.85,7.48,7.81
"Lincoln County, Kansas",7.55,6.29,6.85,6.73,5.93
"Greene County, Ohio",7.55,8.7,8.99,9.77,5.14
"Douglas County, Washington",7.55,20.82,14.83,12.02,3.74
"Graves County, Kentucky",7.54,5.92,7.14,7.81,7.78
"Woodford County, Kentucky",7.53,7.07,6.98,5.75,4.6
"Oglala Lakota County, South Dakota",7.53,,,,
"Comanche County, Oklahoma",7.52,3.83,4.4,4.29,3.58
"Franklin County, Texas",7.52,5.76,5.21,4.54,
"Maries County, Missouri",7.51,7.69,9,10.06,11.08
"Butler County, Kansas",7.51,11.84,11.07,8.48,6.46
"Morris County, Texas",7.51,5.44,6.02,2.65,1.91
"Montezuma County, Colorado",7.48,5.04,4.26,3.43,10.15
"Twin Falls County, Idaho",7.47,7.54,8.93,6.77,5.76
"Oxford County, Maine",7.45,6.41,10.41,16.21,17.57
"Decatur County, Kansas",7.45,11.55,21.03,15.74,14.04
"Pike County, Missouri",7.45,6.75,9.15,17.19,10.82
"Clark County, South Dakota",7.45,11.89,14.14,12.22,9.97
"Jackson County, Oregon",7.44,8.15,5.95,9.52,12.4
"Sanilac County, Michigan",7.43,17.3,14.49,14.07,15.38
"Lincoln County, North Carolina",7.4,2.81,2.1,0.95,0.89
"Coryell County, Texas",7.37,4.95,2.52,3.65,0.88
"Livingston County, Missouri",7.36,7.19,8.52,10.57,10.55
"Grant County, Minnesota",7.36,8.62,9.92,9.4,9.68
"Briscoe County, Texas",7.32,9.47,15.47,8.68,7.75
"Woodford County, Illinois",7.31,9.84,15.92,16.43,15.56
"Erath County, Texas",7.31,2.9,5.38,8.26,5.98
"Fayette County, Kentucky",7.3,8.75,10.04,9.89,8.85
"Madison County, Ohio",7.3,5.76,5.94,5.82,6.49
"Jerome County, Idaho",7.3,29.1,19.08,13.96,4.58
"Wabaunsee County, Kansas",7.27,8.21,8.45,10.63,9.73
"Bannock County, Idaho",7.27,6.11,5.67,5.66,5.84
"Logan County, Arkansas",7.26,6.74,13.44,10.49,10.21
"Aiken County, South Carolina",7.26,5.25,4.05,3.62,2.75
"Harvey County, Kansas",7.25,10.09,9.39,9.42,10.89
"Poweshiek County, Iowa",7.24,8.54,11.9,13.56,10.69
"Yamhill County, Oregon",7.24,11.37,4.37,6.69,9.45
"Wise County, Texas",7.24,3.86,3.79,1.78,1.58
"Buncombe County, North Carolina",7.23,3.78,4.11,2.51,2.06
"Noble County, Indiana",7.22,6.1,7.76,8.16,7.02
"Phillips County, Montana",7.21,15.4,43.66,23.24,19.1
"Clark County, Indiana",7.21,9.21,12.71,12.11,12.34
"Cottonwood County, Minnesota",7.21,15.69,10.85,12.13,8.68
"Onslow County, North Carolina",7.21,4.26,4.29,3.04,2.99
"Rowan County, North Carolina",7.21,1.72,2.19,0.97,1.13
"Carroll County, Kentucky",7.2,5.09,4.97,3.77,5.18
"Lake County, Oregon",7.19,6.94,12.17,13.01,11.39
"Wicomico County, Maryland",7.19,4.72,6.7,5.02,5.39
"Cascade County, Montana",7.18,11.53,18.67,15.69,19.83
"Hancock County, Kentucky",7.18,8.56,7.51,11.8,12.52
"Gage County, Nebraska",7.18,7.31,10.56,9.18,8.34
"Salem city, Virginia",7.17,4.93,4.85,,
"Spotsylvania County, Virginia",7.16,7.87,8.31,11.61,8.54
"Motley County, Texas",7.15,7.02,5.33,9.79,10.26
"Perkins County, Nebraska",7.14,27,20,14.17,12.57
"Hubbard County, Minnesota",7.14,10.28,13.07,11.75,12.39
"Shasta County, California",7.1,4.87,7.34,8.5,8.37
"Hancock County, Indiana",7.1,6.61,7.29,6.59,5.03
"Parker County, Texas",7.1,3.84,2.76,1.43,1.29
"Surry County, North Carolina",7.1,0.61,1.13,0.59,0.4
"Sitka City and Borough, Alaska",7.09,5.18,6.23,5.27,10.89
"Lincoln County, Maine",7.09,7.91,8.12,38.88,4.83
"Cleveland County, Oklahoma",7.09,3.71,6.65,3.74,3.9
"Whatcom County, Washington",7.08,6.66,7.97,8.02,4.6
"Tuscola County, Michigan",7.07,8.53,11.02,11.83,12.85
"Beaver County, Utah",7.07,2.29,1.67,1.22,0.8
"Park County, Montana",7.05,9.62,9.98,9.53,4.27
"Lyon County, Iowa",7.04,10.93,12.96,9.2,11
"Washington County, Ohio",7.04,8.78,8.09,8.62,7.49
"Cimarron County, Oklahoma",7.01,3.96,8.74,4.54,2.82
"Pulaski County, Arkansas",7,6.26,8.15,5.77,4.31
"Marquette County, Wisconsin",6.99,16.66,21.42,24.93,23.08
"Bradford County, Pennsylvania",6.99,10.54,11.77,12.43,13.9
"Hamilton County, Iowa",6.98,9.14,12.66,13.78,9
"Blaine County, Oklahoma",6.98,2.51,4.41,4.88,3.81
"Wayne County, North Carolina",6.98,2.28,2.13,1.74,1.31
"Cherokee County, Georgia",6.97,4.49,4.09,0.58,0.68
"Manassas Park city, Virginia",6.97,,,,
