County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Potter County, South Dakota",17.27,21.98,23.51,21.29,20.88
"Page County, Iowa",17.27,19.4,19.1,19.82,16.72
"Fairbanks North Star Borough, Alaska",17.27,14.5,14.92,12.05,11.69
"Galveston County, Texas",17.26,21.2,17.25,19.49,17.21
"Clatsop County, Oregon",17.26,8.3,8.43,5.23,5.86
"Saginaw County, Michigan",17.24,15.73,19.91,15.4,14.34
"McCormick County, South Carolina",17.22,12.87,15.87,19.95,25.52
"Warren County, Indiana",17.22,15.48,27.95,13.78,19.59
"Pulaski County, Virginia",17.22,26,24.82,21.22,16.35
"Washington County, Maryland",17.19,14.88,13.88,12.76,10.6
"Clark County, Missouri",17.14,21.99,23.03,25,27.29
"Clallam County, Washington",17.14,13.73,8.43,8.48,7.93
"Pocahontas County, West Virginia",17.12,15.69,12.05,12.42,7.96
"Baker County, Georgia",17.11,26.34,26.26,34.05,27.99
"Garfield County, Washington",17.1,13.55,19.19,20.2,21.31
"Berkeley County, South Carolina",17.07,15.83,15.37,18.04,16.75
"Williamsburg County, South Carolina",17.05,18.01,17.29,18.57,16.53
"Johnson County, Wyoming",17.01,14.51,13.06,12.16,4.24
"Washington County, Missouri",17,15.72,24.49,26.62,23.89
"Tripp County, South Dakota",17,21.55,23.09,22.8,22.23
"Franklin County, Kansas",16.99,14.56,8.48,10.05,7.27
"Jasper County, South Carolina",16.98,15.65,22.99,29.77,26.1
"Jefferson County, Missouri",16.98,18.8,20.45,22.08,21.96
"Blackford County, Indiana",16.98,13.14,8.56,11.47,8.85
"Nueces County, Texas",16.95,19.93,19.58,21.09,20.44
"Clay County, Iowa",16.93,18.47,14.33,10.36,8.79
"Charleston County, South Carolina",16.91,22.19,15.55,21.29,19.4
"Thomas County, Kansas",16.91,13.09,11.96,13.19,8.7
"Broward County, Florida",16.91,12.66,7.8,7.43,5.52
"Shelby County, Indiana",16.9,10.62,9.44,12.21,11.87
"Sutter County, California",16.9,15.17,12.73,13.93,11.14
"Norfolk city, Virginia",16.89,17.13,13.61,15.8,15.28
"Clackamas County, Oregon",16.88,13.25,10.62,11.36,8.71
"Branch County, Michigan",16.87,11.71,8.86,8.1,8.15
"Clark County, Ohio",16.83,13.36,11.68,11.23,11.08
"Custer County, Montana",16.83,13.63,11.06,11.22,9.61
"Wagoner County, Oklahoma",16.82,19.67,23.57,25.29,18.5
"Josephine County, Oregon",16.82,13.11,9.79,13.66,10.21
"Cerro Gordo County, Iowa",16.82,15.92,9.27,7.44,7.51
"Tazewell County, Virginia",16.81,21.23,21.98,21.16,16.94
"Monona County, Iowa",16.8,18.54,19.77,20.78,22.56
"Cowley County, Kansas",16.8,20.43,19.65,23.39,17.23
"Lunenburg County, Virginia",16.79,13.52,18.58,25.58,23.89
"Lawrence County, Ohio",16.77,13.89,12.27,10.06,8.64
"Sheridan County, North Dakota",16.76,37.93,37.54,37.34,39.73
"Fauquier County, Virginia",16.76,18.43,12.17,15.4,16.22
"Koochiching County, Minnesota",16.76,9.36,14.27,8.45,9.07
"Kent County, Michigan",16.75,23.59,20.81,18.07,14.55
"Stillwater County, Montana",16.74,7.48,9.12,7.74,8.88
"Mille Lacs County, Minnesota",16.72,22.57,20.21,22.08,22.22
"St. Tammany Parish, Louisiana",16.7,18.22,17.28,17.17,15.23
"Jefferson County, Indiana",16.7,17.45,19.67,12.29,8.47
"Hanson County, South Dakota",16.67,20.05,26.63,34.07,31.51
"Finney County, Kansas",16.66,16.17,14.55,15.05,16.54
"Fort Bend County, Texas",16.66,13.1,12.27,8.36,9.15
"Fillmore County, Minnesota",16.65,22.03,11.5,12.13,10.91
"Golden Valley County, Montana",16.65,3.62,14.49,19.41,7.31
"Fulton County, Georgia",16.59,22.22,21.05,21.58,20.5
"Marathon County, Wisconsin",16.59,17.67,16.83,17.9,16.85
"Mitchell County, Iowa",16.58,13.84,16.31,18.92,20.49
"Shelby County, Iowa",16.58,29.04,7.05,4.89,3.74
"Fond du Lac County, Wisconsin",16.56,15.21,15,14.76,13.68
"Kearny County, Kansas",16.55,17.43,17.92,19.27,12.26
"Erie County, Ohio",16.55,12.93,6.79,6.48,6.06
"Chambers County, Texas",16.53,12.55,31.68,33.31,29.2
"DeKalb County, Georgia",16.51,19.77,18.38,24.97,20.43
"Sauk County, Wisconsin",16.5,12.1,13.05,16.3,18.58
"Osceola County, Florida",16.5,13.48,11.97,11.75,16.91
"Park County, Wyoming",16.5,12.47,11.61,10.26,15.03
"Allegany County, New York",16.49,9.97,11.44,9.72,5.24
"Johnson County, Nebraska",16.47,24.55,10.96,12.48,13.13
"Hoke County, North Carolina",16.45,14.13,14.11,18.23,17.88
"Lewis County, Idaho",16.44,14.97,20.55,7.45,9.2
"Goliad County, Texas",16.44,18.2,14.43,13.23,9.05
"Franklin County, Pennsylvania",16.44,13.32,12.63,20.44,8.97
"Dodge County, Minnesota",16.43,16.82,7.81,9.92,14.06
"Walworth County, Wisconsin",16.43,13.16,8.07,8.56,8.38
"Brunswick County, North Carolina",16.41,17.8,20.07,25.09,27.3
"Douglas County, Minnesota",16.4,19.76,13.79,14.58,13.81
"Baltimore city, Maryland",16.4,14.28,3.89,2.92,5.51
"Pender County, North Carolina",16.39,18.3,20.61,25.51,26.48
"Jeff Davis County, Texas",16.38,20.71,21.75,17.83,21.55
"Macon County, Tennessee",16.37,22.21,22.83,43.17,11.68
"Lee County, Florida",16.36,14.35,11.92,11.86,13.29
"Comal County, Texas",16.32,21.8,19.36,17.44,13.12
"Kewaunee County, Wisconsin",16.3,15.83,16.41,19.71,20.13
"Hood River County, Oregon",16.29,11.39,15.83,16.09,17.46
"Yankton County, South Dakota",16.29,11.52,11.28,9.52,9.44
"Karnes County, Texas",16.27,18.87,15.43,20.51,19.11
"Gibson County, Indiana",16.26,10.95,11.98,11.28,10.09
"Hendry County, Florida",16.25,16.57,14.78,19.23,24.1
"Champaign County, Illinois",16.25,14.23,14.88,9.93,8.93
"Red Willow County, Nebraska",16.24,20.14,22.41,21.48,18.58
"Wabaunsee County, Kansas",16.24,16.69,18.9,20.75,18.29
"Bath County, Virginia",16.23,27.88,25.73,22.4,16.18
"Washburn County, Wisconsin",16.21,19.47,11.92,9.24,8.07
"Prince George's County, Maryland",16.21,20.79,9.08,8,6.33
"Nicollet County, Minnesota",16.19,17.57,14.98,16,17.59
"Manitowoc County, Wisconsin",16.19,17.15,17.52,18.03,16.79
"Guadalupe County, Texas",16.19,16.28,10.42,11.07,10.99
"Carroll County, Indiana",16.19,13.19,14.27,13.31,10.48
"Cherry County, Nebraska",16.17,17.75,19.49,17.63,17.24
"Genesee County, Michigan",16.15,14.16,14.3,11.37,10.48
"Pend Oreille County, Washington",16.13,8.13,10.48,15.14,11.61
"Pitt County, North Carolina",16.12,21.61,15.23,12.13,9.93
"Greensville County, Virginia",16.1,14.35,10.24,26.67,26.45
"Macon County, Alabama",16.1,12.56,8.45,8.66,8.41
"Hamilton County, New York",16.1,9.2,11.51,4.83,4.33
"Van Wert County, Ohio",16.08,16.92,10.64,10.62,8.84
"Lincoln County, New Mexico",16.05,17.62,12.31,19.14,15.77
"San Jacinto County, Texas",16.04,16.76,20.61,22.69,27.99
"Lafayette Parish, Louisiana",16.04,15.17,9.34,11.03,7.54
"Hamilton County, Indiana",16.03,16.7,11.49,13.26,11.81
"Camden County, North Carolina",16.02,13.44,32.29,38.23,29.71
"Campbell County, Kentucky",16.02,15.17,15.77,16.93,16.38
"Northampton County, Virginia",16,13.21,11.01,14.81,15.69
"Ozaukee County, Wisconsin",15.99,16.75,17.44,15.69,15.34
"Cass County, Indiana",15.99,17.55,10.42,15.08,11.48
"Miami County, Ohio",15.99,10.96,10.57,10.16,9.11
"Juniata County, Pennsylvania",15.99,14.8,16.3,13.44,9.11
"Chugach Census Area, Alaska",15.98,,,,
"Jay County, Indiana",15.94,15.49,18.84,16.84,17.41
"McCook County, South Dakota",15.93,14.35,25.39,30.64,21.96
"Deschutes County, Oregon",15.93,11.2,11.74,10.86,11.74
"Lewis County, New York",15.93,9.94,9.59,8.11,8.35
"Hardin County, Iowa",15.92,21.87,20.52,20.51,17.78
"Bee County, Texas",15.91,14.91,14.65,19.84,18.5
"Lake County, Florida",15.9,18.22,19.85,20.97,21.24
"Butler County, Kansas",15.89,16.38,16.63,13,13.65
"Bryan County, Georgia",15.88,22.68,25.68,28.46,25.73
"Midland County, Michigan",15.88,18.3,17.22,16.02,13.63
"West Baton Rouge Parish, Louisiana",15.88,10.61,10.4,11.03,6.51
"Sioux County, Nebraska",15.86,3.43,2.37,3.42,2.76
"DeKalb County, Missouri",15.85,19.96,30.34,26.41,34.98
"Wabasha County, Minnesota",15.85,25.78,26.11,30.14,30.54
"Lenawee County, Michigan",15.85,14.96,15.68,12.4,11.51
"Wicomico County, Maryland",15.85,16.38,19.93,11.39,8.66
"Prince of Wales-Hyder Census Area, Alaska",15.85,17.36,,,
"Ripley County, Indiana",15.82,10.46,10.94,6.68,7.9
"Placer County, California",15.82,16.68,12.67,7.39,6.93
"Crawford County, Indiana",15.81,24.39,24.96,24.77,32.69
"Adams County, Ohio",15.81,15.64,12.48,10.09,10.67
"Cuyahoga County, Ohio",15.81,8.32,5.49,5.21,3.97
"Wibaux County, Montana",15.8,12.68,5.99,5.88,4.13
"Watonwan County, Minnesota",15.79,17.22,14.4,21.01,21.11
"Tuolumne County, California",15.79,13.96,12.02,9.78,6.11
"Calhoun County, Florida",15.78,25.47,27.97,34.86,35.33
"Dodge County, Nebraska",15.77,19.85,17.49,16.71,14.59
"Barton County, Kansas",15.75,17.36,17.54,17.17,14.66
"Osceola County, Michigan",15.74,17.83,15.32,12.38,12.14
"Collier County, Florida",15.74,11.25,8.25,7.82,8.25
"San Juan County, New Mexico",15.71,15.4,14.54,22.76,17.78
"Jackson County, Ohio",15.7,15.24,18.98,9.68,5.03
"Union County, Oregon",15.69,12.25,12.5,10.73,11.98
"Wayne County, West Virginia",15.68,17.27,13.14,18.79,9.68
"Douglas County, Nevada",15.68,12.16,6.24,4.77,4.89
"San Patricio County, Texas",15.64,21.62,18.22,23.04,19.77
"Larimer County, Colorado",15.62,18.91,14.3,9.08,9.32
"Ottawa County, Kansas",15.62,10.24,4.14,3.9,4.69
"King County, Washington",15.61,10.63,8.81,7.64,6.48
"Marion County, Oregon",15.6,14.89,14.42,13.06,13.81
"Bremer County, Iowa",15.6,12.69,12.8,13.28,12.25
"Somerset County, Pennsylvania",15.58,17.51,15.59,16.99,15.99
"Phelps County, Nebraska",15.57,33.97,21.75,23.14,20.83
"Raleigh County, West Virginia",15.57,17.26,10.76,12.47,10.23
"Delaware County, Indiana",15.57,14.48,9.84,16.27,10.09
"Chippewa County, Minnesota",15.56,10.99,10.44,11.33,12.27
"Monroe County, Michigan",15.56,16.45,15.13,13.56,11.26
"Wrangell City and Borough, Alaska",15.56,11.9,,,
"Tyler County, West Virginia",15.55,11.8,14.38,13.35,35.75
"Schuyler County, Illinois",15.55,17.36,22.6,13.63,14.84
"Crook County, Wyoming",15.54,10.67,9.29,13.69,8.44
"Pacific County, Washington",15.54,5.95,12.92,7.4,4.67
"Wapello County, Iowa",15.53,17.4,12.85,12.9,11.49
"Lancaster County, Nebraska",15.52,13.4,12.98,13.15,12.46
"Shawnee County, Kansas",15.52,15.87,13.5,13.98,10.77
"Dunn County, Wisconsin",15.52,10.77,9.64,11.64,10.4
"Calhoun County, Illinois",15.51,16.66,18.53,15.76,13.91
"Washington County, Ohio",15.5,12.92,12.46,11.41,8.52
"Lavaca County, Texas",15.48,22.77,12.68,13.26,11.58
"New Kent County, Virginia",15.45,18.37,14.81,18.5,14.2
"Posey County, Indiana",15.43,12.03,10.09,13.03,10.54
"Johnson County, Kansas",15.42,18.46,12.23,11.81,8.63
"Scott County, Kansas",15.41,16.49,22.91,23.96,25.82
"Brevard County, Florida",15.4,13.99,12.37,14.96,14.24
"Clinton County, Iowa",15.38,10.8,12.07,12.17,9.93
"Washington County, Nebraska",15.35,11.7,12.51,12.05,11.54
"Grant County, West Virginia",15.34,18.97,20.74,20.71,23.57
"Adams County, Washington",15.33,11.81,13.64,15.35,12.78
"Blair County, Pennsylvania",15.33,13.21,10.33,8.97,8.07
"Goodhue County, Minnesota",15.31,13.08,15.59,15.38,16.25
"Yakima County, Washington",15.31,11.99,12.22,11.96,12.23
"Lorain County, Ohio",15.31,11.46,9.23,8.09,7.56
"Montgomery County, Virginia",15.25,16.54,13.39,13.49,13.42
"Bernalillo County, New Mexico",15.24,12.31,10.83,15.05,9.95
"Leavenworth County, Kansas",15.24,10.94,9.94,9.9,8.53
"District of Columbia, District of Columbia",15.24,12.54,9.84,6.23,5
"Columbiana County, Ohio",15.23,14.52,9.69,10.34,10.86
"Humboldt County, Iowa",15.22,17.74,13.3,13.84,11.87
"Dickenson County, Virginia",15.22,10.73,24.48,15.65,8.42
"Blanco County, Texas",15.2,23.31,22.21,26.49,25.19
"Umatilla County, Oregon",15.2,12.93,13.43,14.13,15.99
"Cavalier County, North Dakota",15.2,5.26,7.78,12.27,12.86
"Hays County, Texas",15.19,14.91,13.66,19.68,22.07
"Barry County, Michigan",15.19,10.46,6.14,5.71,3.63
"Shenandoah County, Virginia",15.18,15.19,13.75,14.34,13.72
"Nicholas County, West Virginia",15.18,11.81,8.03,9.02,7.47
"Fulton County, Indiana",15.17,14.2,13.5,8.22,11.89
"Lyon County, Kansas",15.17,15.13,14.19,12.14,9.19
"Owen County, Indiana",15.16,14.14,13.27,17.57,12.15
"Haakon County, South Dakota",15.12,22.25,12.2,13.19,15.82
"Knox County, Nebraska",15.12,13.31,12.62,12.43,15
"Kodiak Island Borough, Alaska",15.1,9.12,6.61,6.69,4.88
"Ashtabula County, Ohio",15.07,9.28,8.12,7.8,6.98
"Republic County, Kansas",15.06,13.31,13.23,8.65,6.76
"Bay County, Michigan",15.04,17.16,17.36,17.98,16.5
"Baca County, Colorado",15.03,15.15,21.23,16.94,9.78
"Licking County, Ohio",15,13.14,11.57,10.58,8.65
"Randolph County, West Virginia",15,12.67,11.3,9.28,7.63
"Kittson County, Minnesota",14.98,19.53,9.84,7.28,7.28
"Avoyelles Parish, Louisiana",14.97,9.63,10.1,11.65,9.53
"Peoria County, Illinois",14.97,16.45,12.05,11.8,8.68
"Preston County, West Virginia",14.95,6.87,9.09,10.44,6.13
"Carteret County, North Carolina",14.94,23.91,21.37,17.79,16.09
"Mercer County, Ohio",14.94,8.27,6.03,6.43,5.16
"Kankakee County, Illinois",14.93,14.42,15.51,13.49,12.67
"Bastrop County, Texas",14.92,17.96,19.01,22.72,22.74
"Campbell County, Wyoming",14.92,13.65,21.06,30.51,12.35
"Osceola County, Iowa",14.91,14.52,21.8,20.13,21.54
"Roseau County, Minnesota",14.9,12.71,15.76,12.17,15.9
"Ketchikan Gateway Borough, Alaska",14.89,14.22,14.59,14.74,15.11
"Gratiot County, Michigan",14.85,14.54,15.38,17.27,16.99
"Beaverhead County, Montana",14.84,9.85,4.88,2.64,3.35
"Banner County, Nebraska",14.84,8.99,,,
"Milwaukee County, Wisconsin",14.82,12.29,9.38,10.3,10.21
"Monroe County, Indiana",14.82,12.28,11.7,11.22,10.11
"Hillsdale County, Michigan",14.82,13.51,8.93,9.51,6.46
"Trego County, Kansas",14.81,13.66,8.26,8.04,6.19
"Thomas County, Nebraska",14.8,19.32,23.32,20.68,22.3
"Jefferson County, Oregon",14.79,15.17,16.14,17.57,19.19
"Marion County, Iowa",14.78,17.09,19.81,18.9,23.09
"Huntington County, Indiana",14.78,23.76,20.94,18.12,17.01
"Rusk County, Wisconsin",14.78,14.84,10.18,13.99,16.25
"Fulton County, Pennsylvania",14.76,13.22,8.04,6.24,8.31
"Ascension Parish, Louisiana",14.75,10.86,8.98,10.92,8.08
"Jennings County, Indiana",14.74,16.8,11.16,12.12,13.56
"Douglas County, Colorado",14.73,17.8,9.53,5.37,6.04
"Dixie County, Florida",14.71,24.03,37.85,41.01,38.65
"Atchison County, Missouri",14.7,27.46,23.23,25.64,20.06
"Deuel County, Nebraska",14.69,23.24,27.55,28.07,30.95
"Buffalo County, Nebraska",14.68,18.03,18.28,16.13,15.84
"Marion County, Indiana",14.67,15.89,14.71,11.48,9.74
"Mineral County, West Virginia",14.64,17.38,14.64,14.53,13.97
"Stanton County, Kansas",14.64,16.55,22.73,13.54,4.7
"Grays Harbor County, Washington",14.63,9.96,9.09,7.91,7.74
"King George County, Virginia",14.62,20.11,33.08,30.58,28.72
"Chaffee County, Colorado",14.62,24.09,20.56,16.4,18.63
"Nemaha County, Nebraska",14.62,17.15,12.45,14.4,13.96
"Sanders County, Montana",14.6,11.68,12.53,8.58,7.67
"Iberia Parish, Louisiana",14.6,11.18,10.69,7.45,5.48
"Stevens County, Washington",14.58,11.03,9.5,8.46,9.97
"Belmont County, Ohio",14.57,11.15,7.75,7.95,7.6
"Pierce County, Wisconsin",14.56,7.98,7.45,4.54,5.87
"Echols County, Georgia",14.55,14.97,15.26,31.83,24.16
"Harlan County, Nebraska",14.55,19.98,13.52,15.43,13.65
"Barron County, Wisconsin",14.54,14.45,15.1,16.11,15.02
"St. Johns County, Florida",14.54,12.44,12.26,11.67,14.04
"Noble County, Indiana",14.54,14.26,10.95,12.43,10.3
"Pike County, Ohio",14.53,14.91,11.15,14.36,10.1
"Otero County, Colorado",14.52,10.82,13.64,13.74,14.57
"St. Charles County, Missouri",14.5,20.07,15.23,18.22,16.44
"Greene County, North Carolina",14.49,14.82,19.08,8.25,12.1
"Clarion County, Pennsylvania",14.48,12.81,8.3,7.47,7.74
"Olmsted County, Minnesota",14.45,18.37,13.37,13.05,11.94
"Roberts County, South Dakota",14.42,11.72,17.05,17.94,16.28
"Summers County, West Virginia",14.42,9.21,12.22,13.78,3.76
"Brazos County, Texas",14.41,19.74,15.79,19.45,19.44
"Prince George County, Virginia",14.4,22.82,8.91,18.85,16.96
"Columbia County, Wisconsin",14.38,17.58,17.16,22.31,23.97
"Switzerland County, Indiana",14.37,10.84,9.32,4.36,2.81
"Saline County, Nebraska",14.33,15.12,9.38,11.01,9.82
"Kleberg County, Texas",14.32,14.78,16.85,22.16,19.21
"Saline County, Kansas",14.32,14.89,16.52,14.01,12.3
"Guernsey County, Ohio",14.31,11.73,9.57,10.46,10.06
"Baker County, Oregon",14.3,11.81,12.23,10.82,13.65
"Medina County, Texas",14.29,14.79,13.01,17.94,17.32
"Accomack County, Virginia",14.29,15.84,11.89,14.82,14.33
"Sanborn County, South Dakota",14.29,5.86,5.64,8.3,3.73
"Venango County, Pennsylvania",14.28,11.43,6.39,7.75,7.37
"Steuben County, New York",14.27,9.53,7.26,4.45,2.79
"Val Verde County, Texas",14.25,10.22,13.67,12.7,13.58
"Champaign County, Ohio",14.25,10.37,6.07,6.75,7.39
"Jefferson County, Kansas",14.23,14.48,9.99,9.81,14.95
"Martin County, Florida",14.23,9.32,6.99,10.36,10.97
"Dakota County, Minnesota",14.22,14.34,8.48,7.98,7.9
"Ingham County, Michigan",14.21,11.73,8.62,8.74,8.23
"Richardson County, Nebraska",14.2,15.81,11.89,12.48,14.47
"Yellowstone County, Montana",14.2,14.26,13.8,13.37,8.05
"Riley County, Kansas",14.18,13.13,10.85,5.88,4.67
"Butte County, Idaho",14.18,5.74,,,2.48
"Benton County, Minnesota",14.17,11.89,10.74,10.42,11.84
"Pike County, Indiana",14.16,11.24,10.83,12.37,20.91
"Toole County, Montana",14.16,7.7,12.76,14.53,7.65
"Flagler County, Florida",14.15,10.46,7.59,9.39,11.79
"Charlotte County, Florida",14.14,9.58,7.3,8.83,9.5
"Carver County, Minnesota",14.12,14.55,19.18,23.31,28.05
"Wyandotte County, Kansas",14.11,15.97,11.7,11.57,13.76
"Montezuma County, Colorado",14.1,13.06,12.75,15.42,15.7
"Eau Claire County, Wisconsin",14.05,18.82,14.6,16.84,15.51
"Robertson County, Kentucky",14.04,15.56,24.18,34.79,33.73
"Rock County, Minnesota",14.03,18.52,20.24,21.9,22.84
"Hubbard County, Minnesota",14.01,13.23,15.59,16,19.75
"Alpena County, Michigan",14.01,15.02,15.05,11.36,12.79
"Ohio County, West Virginia",14,9.18,5.92,4,5.04
"Burleigh County, North Dakota",13.99,13.32,11.17,10.05,8.52
"Iosco County, Michigan",13.98,16.51,14.62,12.86,11.71
"Citrus County, Florida",13.97,14.49,13.52,13.88,13.11
"Atchison County, Kansas",13.97,15.74,13,11.42,10.12
"Whitman County, Washington",13.96,10.97,9.84,6.64,5.29
"Montgomery County, Iowa",13.95,10.84,13.07,8.52,9.86
"Morgan County, Colorado",13.93,13.82,14.74,17.26,13.49
"Pamlico County, North Carolina",13.91,17.77,15.85,7.71,5.74
"Williamson County, Texas",13.9,15.4,16.84,19.88,19.54
"Putnam County, Indiana",13.9,17,17.31,12.75,9.69
"Upshur County, West Virginia",13.89,7.3,4.76,6.01,2.57
"Berkeley County, West Virginia",13.85,12.36,11.91,10.79,13.28
"Beaufort County, South Carolina",13.82,14.79,11.45,12.05,11.72
"Harding County, South Dakota",13.81,27.65,9.76,5.39,8.41
"Marshall County, Iowa",13.8,13.03,11.56,9.25,10.37
"Cumberland County, Illinois",13.78,16.53,21.8,15.41,14.83
"Lyon County, Minnesota",13.78,12.22,9.23,11.6,8.92
"Sedgwick County, Colorado",13.77,30.05,21.81,26.43,32.36
"Lycoming County, Pennsylvania",13.77,9.45,7.09,4.82,5.42
"Meade County, South Dakota",13.76,7.57,8.7,11.81,5.83
"Frontier County, Nebraska",13.7,17.31,17.26,17.83,14.18
"Itasca County, Minnesota",13.7,14.39,11.98,10.53,8.59
"Piatt County, Illinois",13.69,13.52,19.48,14.14,13.13
"Carlton County, Minnesota",13.69,13.4,10.75,11.94,12.51
"Dickinson County, Kansas",13.68,13.89,12.45,16.66,16.41
"Starke County, Indiana",13.68,12.04,11.45,16.58,10.04
"Kalamazoo County, Michigan",13.68,14.85,12.99,8.94,8.13
"Sussex County, Virginia",13.65,13.8,14.48,21.22,18.42
"Trousdale County, Tennessee",13.64,20.86,18.07,42.2,20.47
"Cherokee County, Iowa",13.63,19.48,23.44,21.42,17.76
"Brown County, Wisconsin",13.63,13.37,9.18,9.48,8.41
"Walsh County, North Dakota",13.63,6.15,8.67,6.99,3.84
"Scotland County, North Carolina",13.62,18.75,18.56,18.13,16.07
"Sherburne County, Minnesota",13.62,17.53,6.99,10.38,9.06
"Peach County, Georgia",13.61,28.87,13.85,14.8,14.94
"Oscoda County, Michigan",13.61,15.44,19.36,20.96,13.14
"Winchester city, Virginia",13.61,19.45,10.38,,
"Monroe County, Georgia",13.6,23.38,27.07,27.87,24.45
"Winnebago County, Wisconsin",13.59,14.33,12.08,13.2,12.13
"Sherman County, Nebraska",13.59,13.86,13.17,10.79,8.4
"Bureau County, Illinois",13.59,12.57,5.3,4.62,2.97
"Monroe County, Iowa",13.57,6.52,5.56,3.49,3.74
"Teller County, Colorado",13.55,12.33,9.47,7.98,16.57
"Sherman County, Kansas",13.55,17.87,3.83,3.36,4.55
"Garden County, Nebraska",13.55,6.85,13.05,8.29,3
"Jefferson County, Colorado",13.54,12.89,10.48,8.67,6.55
"Pecos County, Texas",13.53,16.74,20.42,27.1,27.29
"Hancock County, Ohio",13.53,12.7,10.46,11.63,9.5
"Greene County, Virginia",13.51,11.94,10.69,16.38,18.53
"Barnes County, North Dakota",13.51,8.75,11.98,11.07,10.51
"Washington County, Idaho",13.5,12.27,14.26,12.26,16.9
"Madison County, Iowa",13.49,11.67,11.18,11.63,9.98
"Clinton County, Ohio",13.47,18.18,13,13.64,16.73
"Prince Edward County, Virginia",13.46,11.28,17.01,19.73,20.13
"Montcalm County, Michigan",13.45,13.08,13.74,8.78,11.97
"Newberry County, South Carolina",13.43,19.73,15.22,18.12,17.43
"Forest County, Pennsylvania",13.42,6.62,5.72,8.48,14.25
"Mason County, Michigan",13.41,15.29,11.62,9.89,11.99
"Calhoun County, Michigan",13.41,14.18,14.84,12.15,11.77
"West Feliciana Parish, Louisiana",13.4,18.18,8.69,8.77,6.82
"Door County, Wisconsin",13.39,16.41,15.86,19.78,20.04
"Yamhill County, Oregon",13.39,14.34,12.78,11.2,14.71
"Otero County, New Mexico",13.38,14.12,13.74,18.56,20.63
"Eureka County, Nevada",13.37,9.61,6.48,7.89,3.67
"Clarke County, Georgia",13.36,12.7,17.34,20.14,19.15
"Calhoun County, West Virginia",13.36,8.18,5.58,0.72,0.79
"Greenlee County, Arizona",13.35,6.77,15.09,17.22,14.73
"Merrick County, Nebraska",13.34,13.63,23.99,22.1,17.97
"Pleasants County, West Virginia",13.32,9.99,10.45,16.23,12.86
"Miami County, Kansas",13.31,16.99,14.82,14.6,12.78
"Fayette County, West Virginia",13.31,12.82,10.11,9.82,7.85
"Gladwin County, Michigan",13.28,14.45,11.86,14.08,16.06
"Richland County, North Dakota",13.27,17.41,17.65,19.67,18.04
"Luna County, New Mexico",13.27,10.12,8.86,11.21,15.53
"Osage County, Missouri",13.26,14.79,16.22,16.28,14.16
"Allegany County, Maryland",13.26,14.67,13.96,15.72,13.21
"Hall County, Nebraska",13.25,19.35,17.61,18.32,16.09
"Hill County, Montana",13.25,10.03,13.32,11.83,9.64
"Klamath County, Oregon",13.24,12.22,13.31,11.91,15.21
"Jerauld County, South Dakota",13.23,11.4,14.77,11.84,12.8
"Greene County, Iowa",13.23,16.84,15.12,10.85,12.24
"Ellsworth County, Kansas",13.22,19.89,21.76,22.37,21.49
"Tillamook County, Oregon",13.22,12.04,11.47,10.29,10.48
"Montmorency County, Michigan",13.21,14.87,12.48,15.96,19.18
"Christian County, Illinois",13.2,17.72,19.91,16.68,14.68
"Lincoln County, Colorado",13.16,15.22,10.48,12.81,11.22
"Paulding County, Georgia",13.15,19.17,23.5,30.32,36.83
"Clinton County, Pennsylvania",13.15,10.84,7.92,7.37,12.8
"Lebanon County, Pennsylvania",13.14,10.36,9.66,8.8,9.01
"Maui County, Hawaii",13.14,10.29,10.7,4.76,3.39
"Wakulla County, Florida",13.13,14.67,15.45,24.72,26.06
"McDonough County, Illinois",13.13,12.91,11.04,11.14,8.81
"Albemarle County, Virginia",13.11,12.74,12.09,18.27,18.61
"Kern County, California",13.08,13.7,12.89,13.46,12.63
"Cameron County, Texas",13.07,11.82,9.18,10.07,11.77
"Thurston County, Nebraska",13.07,13.69,6.93,6.85,8.46
"St. Louis County, Missouri",13.05,16.32,13.67,13.89,12.27
"Sierra County, New Mexico",13.03,13.84,12.37,16.06,12.68
"Travis County, Texas",13.02,16.39,15,18.76,17.97
"Adams County, Idaho",13.02,9.15,6.39,5.93,3.85
"Jefferson County, Pennsylvania",12.99,11.9,9.02,7.71,8.07
"Miami-Dade County, Florida",12.97,10.9,6.98,6.8,
"Valley County, Nebraska",12.96,19.98,17.32,18.98,17.2
"Garfield County, Montana",12.96,9.62,11.49,13.15,6.52
"Brooke County, West Virginia",12.95,13.1,14.98,14.01,17.11
"Reeves County, Texas",12.94,17.45,22.33,26.54,27.9
"Hyde County, North Carolina",12.92,5.75,9.85,13.64,18.64
"Ravalli County, Montana",12.91,10.74,8.57,10.35,7.79
"Mercer County, Pennsylvania",12.91,12.05,7.52,5.11,4.87
"DeWitt County, Texas",12.9,15.16,11.74,14.19,12.37
"Marion County, Ohio",12.9,10.87,10,8.23,5.5
"Prince William County, Virginia",12.89,9.16,6.84,10.84,10.97
"Luce County, Michigan",12.89,10.56,7.84,6.44,3.9
"Fairfax County, Virginia",12.87,9.58,5.87,8.66,5.6
"Kent County, Delaware",12.86,9.34,6.85,7.63,6.3
"Perry County, Pennsylvania",12.85,10.25,7.6,7.4,6.03
"Hancock County, Illinois",12.84,15.32,15.18,11.09,11.55
